File Name, Number of Robots, Number of Rounds, Algorithm, Graph Type, Link Density, Distribution, Seed, Final Cumulative Signal Strength
R10H100T0DnormalS3A1,10,100,LAH0,full,null,normal,23091,491732
R10H100T0DnormalS7A1,10,100,LAH0,full,null,normal,27181,498049
R10H100T0DnormalS10A1,10,100,LAH0,full,null,normal,27917,497541
R10H100T0DnormalS12A1,10,100,LAH0,full,null,normal,39103,503159
R10H100T0DnormalS1A1,10,100,LAH0,full,null,normal,42904,492641
R10H100T0DnormalS11A1,10,100,LAH0,full,null,normal,46068,490475
R10H100T0DnormalS13A1,10,100,LAH0,full,null,normal,51660,505365
R10H100T0DnormalS5A1,10,100,LAH0,full,null,normal,53699,504580
R10H100T0DnormalS15A1,10,100,LAH0,full,null,normal,54377,501335
R10H100T0DnormalS18A1,10,100,LAH0,full,null,normal,61581,499479
R10H100T0DnormalS8A0,10,100,MPGM,full,null,normal,2764,498983
R10H100T0DnormalS6A0,10,100,MPGM,full,null,normal,5784,500438
R10H100T0DnormalS4A0,10,100,MPGM,full,null,normal,10086,493874
R10H100T0DnormalS14A0,10,100,MPGM,full,null,normal,11493,492097
R10H100T0DnormalS2A0,10,100,MPGM,full,null,normal,13003,490188
R10H100T0DnormalS9A0,10,100,MPGM,full,null,normal,13494,499788
R10H100T0DnormalS0A0,10,100,MPGM,full,null,normal,16430,495167
R10H100T0DnormalS19A0,10,100,MPGM,full,null,normal,18962,496811
R10H100T0DnormalS17A0,10,100,MPGM,full,null,normal,19695,501410
R10H100T0DnormalS16A0,10,100,MPGM,full,null,normal,20915,497231
R10H100T0DnormalS3A0,10,100,MPGM,full,null,normal,23091,490801
R10H100T0DnormalS7A0,10,100,MPGM,full,null,normal,27181,497311
R10H100T0DnormalS10A0,10,100,MPGM,full,null,normal,27917,494915
R10H100T0DnormalS12A0,10,100,MPGM,full,null,normal,39103,500532
R10H100T0DnormalS1A0,10,100,MPGM,full,null,normal,42904,491479
R10H100T0DnormalS11A0,10,100,MPGM,full,null,normal,46068,489359
R10H100T0DnormalS13A0,10,100,MPGM,full,null,normal,51660,501278
R10H100T0DnormalS5A0,10,100,MPGM,full,null,normal,53699,500450
R10H100T0DnormalS15A0,10,100,MPGM,full,null,normal,54377,498682
R10H100T0DnormalS18A0,10,100,MPGM,full,null,normal,61581,497255
R20H10T0DnormalS8A1,20,10,LAH0,full,null,normal,2764,211774
R20H10T0DnormalS6A1,20,10,LAH0,full,null,normal,5784,212208
R20H10T0DnormalS4A1,20,10,LAH0,full,null,normal,10086,212427
R20H10T0DnormalS14A1,20,10,LAH0,full,null,normal,11493,214324
R20H10T0DnormalS2A1,20,10,LAH0,full,null,normal,13003,213221
R20H10T0DnormalS9A1,20,10,LAH0,full,null,normal,13494,212080
R20H10T0DnormalS0A1,20,10,LAH0,full,null,normal,16430,212677
R20H10T0DnormalS19A1,20,10,LAH0,full,null,normal,18962,211919
R20H10T0DnormalS17A1,20,10,LAH0,full,null,normal,19695,216961
R20H10T0DnormalS16A1,20,10,LAH0,full,null,normal,20915,211312
R20H10T0DnormalS3A1,20,10,LAH0,full,null,normal,23091,217691
R20H10T0DnormalS7A1,20,10,LAH0,full,null,normal,27181,213334
R20H10T0DnormalS10A1,20,10,LAH0,full,null,normal,27917,211701
R20H10T0DnormalS12A1,20,10,LAH0,full,null,normal,39103,212243
R20H10T0DnormalS1A1,20,10,LAH0,full,null,normal,42904,210169
R20H10T0DnormalS11A1,20,10,LAH0,full,null,normal,46068,210102
R20H10T0DnormalS13A1,20,10,LAH0,full,null,normal,51660,213450
R20H10T0DnormalS5A1,20,10,LAH0,full,null,normal,53699,216187
R20H10T0DnormalS15A1,20,10,LAH0,full,null,normal,54377,210661
R20H10T0DnormalS18A1,20,10,LAH0,full,null,normal,61581,212564
R20H10T0DnormalS8A0,20,10,MPGM,full,null,normal,2764,211794
R20H10T0DnormalS6A0,20,10,MPGM,full,null,normal,5784,212348
R20H10T0DnormalS4A0,20,10,MPGM,full,null,normal,10086,212445
R20H10T0DnormalS14A0,20,10,MPGM,full,null,normal,11493,214345
R20H10T0DnormalS2A0,20,10,MPGM,full,null,normal,13003,212673
R20H10T0DnormalS9A0,20,10,MPGM,full,null,normal,13494,212213
R20H10T0DnormalS0A0,20,10,MPGM,full,null,normal,16430,212947
R20H10T0DnormalS19A0,20,10,MPGM,full,null,normal,18962,211921
R20H10T0DnormalS17A0,20,10,MPGM,full,null,normal,19695,216909
R20H10T0DnormalS16A0,20,10,MPGM,full,null,normal,20915,211346
R20H10T0DnormalS3A0,20,10,MPGM,full,null,normal,23091,217486
R20H10T0DnormalS7A0,20,10,MPGM,full,null,normal,27181,213423
R20H10T0DnormalS10A0,20,10,MPGM,full,null,normal,27917,211711
R20H10T0DnormalS12A0,20,10,MPGM,full,null,normal,39103,212302
R20H10T0DnormalS1A0,20,10,MPGM,full,null,normal,42904,210050
R20H10T0DnormalS11A0,20,10,MPGM,full,null,normal,46068,209880
R20H10T0DnormalS13A0,20,10,MPGM,full,null,normal,51660,213511
R20H10T0DnormalS5A0,20,10,MPGM,full,null,normal,53699,216342
R20H10T0DnormalS15A0,20,10,MPGM,full,null,normal,54377,210712
R20H10T0DnormalS18A0,20,10,MPGM,full,null,normal,61581,212612
R20H20T0DnormalS8A1,20,20,LAH0,full,null,normal,2764,408182
R20H20T0DnormalS6A1,20,20,LAH0,full,null,normal,5784,408380
R20H20T0DnormalS4A1,20,20,LAH0,full,null,normal,10086,408937
R20H20T0DnormalS14A1,20,20,LAH0,full,null,normal,11493,410408
R20H20T0DnormalS2A1,20,20,LAH0,full,null,normal,13003,407890
R20H20T0DnormalS9A1,20,20,LAH0,full,null,normal,13494,411887
R20H20T0DnormalS0A1,20,20,LAH0,full,null,normal,16430,409941
R20H20T0DnormalS19A1,20,20,LAH0,full,null,normal,18962,410512
R20H20T0DnormalS17A1,20,20,LAH0,full,null,normal,19695,415776
R20H20T0DnormalS16A1,20,20,LAH0,full,null,normal,20915,409372
R20H20T0DnormalS3A1,20,20,LAH0,full,null,normal,23091,409609
R20H20T0DnormalS7A1,20,20,LAH0,full,null,normal,27181,408996
R20H20T0DnormalS10A1,20,20,LAH0,full,null,normal,27917,408356
R20H20T0DnormalS12A1,20,20,LAH0,full,null,normal,39103,408747
R20H20T0DnormalS1A1,20,20,LAH0,full,null,normal,42904,411285
R20H20T0DnormalS11A1,20,20,LAH0,full,null,normal,46068,403912
R20H20T0DnormalS13A1,20,20,LAH0,full,null,normal,51660,414056
R20H20T0DnormalS5A1,20,20,LAH0,full,null,normal,53699,411655
R20H20T0DnormalS15A1,20,20,LAH0,full,null,normal,54377,414602
R20H20T0DnormalS18A1,20,20,LAH0,full,null,normal,61581,408806
R20H20T0DnormalS8A0,20,20,MPGM,full,null,normal,2764,407914
R20H20T0DnormalS6A0,20,20,MPGM,full,null,normal,5784,408460
R20H20T0DnormalS4A0,20,20,MPGM,full,null,normal,10086,409093
R20H20T0DnormalS14A0,20,20,MPGM,full,null,normal,11493,410439
R20H20T0DnormalS2A0,20,20,MPGM,full,null,normal,13003,407956
R20H20T0DnormalS9A0,20,20,MPGM,full,null,normal,13494,412101
R20H20T0DnormalS0A0,20,20,MPGM,full,null,normal,16430,409914
R20H20T0DnormalS19A0,20,20,MPGM,full,null,normal,18962,410582
R20H20T0DnormalS17A0,20,20,MPGM,full,null,normal,19695,415818
R20H20T0DnormalS16A0,20,20,MPGM,full,null,normal,20915,408874
R20H20T0DnormalS3A0,20,20,MPGM,full,null,normal,23091,409690
R20H20T0DnormalS7A0,20,20,MPGM,full,null,normal,27181,408777
R20H20T0DnormalS10A0,20,20,MPGM,full,null,normal,27917,408291
R20H20T0DnormalS12A0,20,20,MPGM,full,null,normal,39103,408822
R20H20T0DnormalS1A0,20,20,MPGM,full,null,normal,42904,411161
R20H20T0DnormalS11A0,20,20,MPGM,full,null,normal,46068,403842
R20H20T0DnormalS13A0,20,20,MPGM,full,null,normal,51660,413603
R20H20T0DnormalS5A0,20,20,MPGM,full,null,normal,53699,411782
R20H20T0DnormalS15A0,20,20,MPGM,full,null,normal,54377,414813
R20H20T0DnormalS18A0,20,20,MPGM,full,null,normal,61581,408683
R20H30T0DnormalS8A1,20,30,LAH0,full,null,normal,2764,610686
R20H30T0DnormalS6A1,20,30,LAH0,full,null,normal,5784,600373
R20H30T0DnormalS4A1,20,30,LAH0,full,null,normal,10086,607664
R20H30T0DnormalS14A1,20,30,LAH0,full,null,normal,11493,611528
R20H30T0DnormalS2A1,20,30,LAH0,full,null,normal,13003,614663
R20H30T0DnormalS9A1,20,30,LAH0,full,null,normal,13494,605887
R20H30T0DnormalS0A1,20,30,LAH0,full,null,normal,16430,602586
R20H30T0DnormalS19A1,20,30,LAH0,full,null,normal,18962,606218
R20H30T0DnormalS17A1,20,30,LAH0,full,null,normal,19695,608382
R20H30T0DnormalS16A1,20,30,LAH0,full,null,normal,20915,611346
R20H30T0DnormalS3A1,20,30,LAH0,full,null,normal,23091,603575
R20H30T0DnormalS7A1,20,30,LAH0,full,null,normal,27181,608055
R20H30T0DnormalS10A1,20,30,LAH0,full,null,normal,27917,613471
R20H30T0DnormalS12A1,20,30,LAH0,full,null,normal,39103,618671
R20H30T0DnormalS1A1,20,30,LAH0,full,null,normal,42904,602748
R20H30T0DnormalS11A1,20,30,LAH0,full,null,normal,46068,606789
R20H30T0DnormalS13A1,20,30,LAH0,full,null,normal,51660,616980
R20H30T0DnormalS5A1,20,30,LAH0,full,null,normal,53699,609973
R20H30T0DnormalS15A1,20,30,LAH0,full,null,normal,54377,613040
R20H30T0DnormalS18A1,20,30,LAH0,full,null,normal,61581,610403
R20H30T0DnormalS8A0,20,30,MPGM,full,null,normal,2764,610471
R20H30T0DnormalS6A0,20,30,MPGM,full,null,normal,5784,601107
R20H30T0DnormalS4A0,20,30,MPGM,full,null,normal,10086,607585
R20H30T0DnormalS14A0,20,30,MPGM,full,null,normal,11493,610091
R20H30T0DnormalS2A0,20,30,MPGM,full,null,normal,13003,614660
R20H30T0DnormalS9A0,20,30,MPGM,full,null,normal,13494,606233
R20H30T0DnormalS0A0,20,30,MPGM,full,null,normal,16430,602644
R20H30T0DnormalS19A0,20,30,MPGM,full,null,normal,18962,608549
R20H30T0DnormalS17A0,20,30,MPGM,full,null,normal,19695,608144
R20H30T0DnormalS16A0,20,30,MPGM,full,null,normal,20915,611240
R20H30T0DnormalS3A0,20,30,MPGM,full,null,normal,23091,603390
R20H30T0DnormalS7A0,20,30,MPGM,full,null,normal,27181,609008
R20H30T0DnormalS10A0,20,30,MPGM,full,null,normal,27917,611241
R20H30T0DnormalS12A0,20,30,MPGM,full,null,normal,39103,618574
R20H30T0DnormalS1A0,20,30,MPGM,full,null,normal,42904,602699
R20H30T0DnormalS11A0,20,30,MPGM,full,null,normal,46068,607839
R20H30T0DnormalS13A0,20,30,MPGM,full,null,normal,51660,617103
R20H30T0DnormalS5A0,20,30,MPGM,full,null,normal,53699,611173
R20H30T0DnormalS15A0,20,30,MPGM,full,null,normal,54377,612677
R20H30T0DnormalS18A0,20,30,MPGM,full,null,normal,61581,610376
R20H40T0DnormalS8A1,20,40,LAH0,full,null,normal,2764,811096
R20H40T0DnormalS6A1,20,40,LAH0,full,null,normal,5784,816582
R20H40T0DnormalS4A1,20,40,LAH0,full,null,normal,10086,811802
R20H40T0DnormalS14A1,20,40,LAH0,full,null,normal,11493,802706
R20H40T0DnormalS2A1,20,40,LAH0,full,null,normal,13003,819761
R20H40T0DnormalS9A1,20,40,LAH0,full,null,normal,13494,811184
R20H40T0DnormalS0A1,20,40,LAH0,full,null,normal,16430,806259
R20H40T0DnormalS19A1,20,40,LAH0,full,null,normal,18962,808625
R20H40T0DnormalS17A1,20,40,LAH0,full,null,normal,19695,817388
R20H40T0DnormalS16A1,20,40,LAH0,full,null,normal,20915,799423
R20H40T0DnormalS3A1,20,40,LAH0,full,null,normal,23091,802618
R20H40T0DnormalS7A1,20,40,LAH0,full,null,normal,27181,811907
R20H40T0DnormalS10A1,20,40,LAH0,full,null,normal,27917,814448
R20H40T0DnormalS12A1,20,40,LAH0,full,null,normal,39103,811411
R20H40T0DnormalS1A1,20,40,LAH0,full,null,normal,42904,805372
R20H40T0DnormalS11A1,20,40,LAH0,full,null,normal,46068,819420
R20H40T0DnormalS13A1,20,40,LAH0,full,null,normal,51660,814892
R20H40T0DnormalS5A1,20,40,LAH0,full,null,normal,53699,814367
R20H40T0DnormalS15A1,20,40,LAH0,full,null,normal,54377,811041
R20H40T0DnormalS18A1,20,40,LAH0,full,null,normal,61581,803610
R20H40T0DnormalS8A0,20,40,MPGM,full,null,normal,2764,811103
R20H40T0DnormalS6A0,20,40,MPGM,full,null,normal,5784,815271
R20H40T0DnormalS4A0,20,40,MPGM,full,null,normal,10086,811839
R20H40T0DnormalS14A0,20,40,MPGM,full,null,normal,11493,802784
R20H40T0DnormalS2A0,20,40,MPGM,full,null,normal,13003,818869
R20H40T0DnormalS9A0,20,40,MPGM,full,null,normal,13494,811273
R20H40T0DnormalS0A0,20,40,MPGM,full,null,normal,16430,805727
R20H40T0DnormalS19A0,20,40,MPGM,full,null,normal,18962,808602
R20H40T0DnormalS17A0,20,40,MPGM,full,null,normal,19695,817555
R20H40T0DnormalS16A0,20,40,MPGM,full,null,normal,20915,799902
R20H40T0DnormalS3A0,20,40,MPGM,full,null,normal,23091,802922
R20H40T0DnormalS7A0,20,40,MPGM,full,null,normal,27181,811979
R20H40T0DnormalS10A0,20,40,MPGM,full,null,normal,27917,812299
R20H40T0DnormalS12A0,20,40,MPGM,full,null,normal,39103,811658
R20H40T0DnormalS1A0,20,40,MPGM,full,null,normal,42904,805455
R20H40T0DnormalS11A0,20,40,MPGM,full,null,normal,46068,818916
R20H40T0DnormalS13A0,20,40,MPGM,full,null,normal,51660,814813
R20H40T0DnormalS5A0,20,40,MPGM,full,null,normal,53699,815273
R20H40T0DnormalS15A0,20,40,MPGM,full,null,normal,54377,809761
R20H40T0DnormalS18A0,20,40,MPGM,full,null,normal,61581,804801
R20H50T0DnormalS8A1,20,50,LAH0,full,null,normal,2764,1011198
R20H50T0DnormalS6A1,20,50,LAH0,full,null,normal,5784,1015491
R20H50T0DnormalS4A1,20,50,LAH0,full,null,normal,10086,1011711
R20H50T0DnormalS14A1,20,50,LAH0,full,null,normal,11493,1013147
R20H50T0DnormalS2A1,20,50,LAH0,full,null,normal,13003,1015156
R20H50T0DnormalS9A1,20,50,LAH0,full,null,normal,13494,1012888
R20H50T0DnormalS0A1,20,50,LAH0,full,null,normal,16430,1006015
R20H50T0DnormalS19A1,20,50,LAH0,full,null,normal,18962,1025747
R20H50T0DnormalS17A1,20,50,LAH0,full,null,normal,19695,1014887
R20H50T0DnormalS16A1,20,50,LAH0,full,null,normal,20915,1007836
R20H50T0DnormalS3A1,20,50,LAH0,full,null,normal,23091,1012080
R20H50T0DnormalS7A1,20,50,LAH0,full,null,normal,27181,1017924
R20H50T0DnormalS10A1,20,50,LAH0,full,null,normal,27917,1019208
R20H50T0DnormalS12A1,20,50,LAH0,full,null,normal,39103,1009841
R20H50T0DnormalS1A1,20,50,LAH0,full,null,normal,42904,1001681
R20H50T0DnormalS11A1,20,50,LAH0,full,null,normal,46068,1001985
R20H50T0DnormalS13A1,20,50,LAH0,full,null,normal,51660,1010211
R20H50T0DnormalS5A1,20,50,LAH0,full,null,normal,53699,1004628
R20H50T0DnormalS15A1,20,50,LAH0,full,null,normal,54377,1011046
R20H50T0DnormalS18A1,20,50,LAH0,full,null,normal,61581,1021331
R20H50T0DnormalS8A0,20,50,MPGM,full,null,normal,2764,1011559
R20H50T0DnormalS6A0,20,50,MPGM,full,null,normal,5784,1015095
R20H50T0DnormalS4A0,20,50,MPGM,full,null,normal,10086,1012896
R20H50T0DnormalS14A0,20,50,MPGM,full,null,normal,11493,1011958
R20H50T0DnormalS2A0,20,50,MPGM,full,null,normal,13003,1017354
R20H50T0DnormalS9A0,20,50,MPGM,full,null,normal,13494,1012170
R20H50T0DnormalS0A0,20,50,MPGM,full,null,normal,16430,1006097
R20H50T0DnormalS19A0,20,50,MPGM,full,null,normal,18962,1024485
R20H50T0DnormalS17A0,20,50,MPGM,full,null,normal,19695,1014781
R20H50T0DnormalS16A0,20,50,MPGM,full,null,normal,20915,1007987
R20H50T0DnormalS3A0,20,50,MPGM,full,null,normal,23091,1010543
R20H50T0DnormalS7A0,20,50,MPGM,full,null,normal,27181,1017439
R20H50T0DnormalS10A0,20,50,MPGM,full,null,normal,27917,1016673
R20H50T0DnormalS12A0,20,50,MPGM,full,null,normal,39103,1009813
R20H50T0DnormalS1A0,20,50,MPGM,full,null,normal,42904,1001754
R20H50T0DnormalS11A0,20,50,MPGM,full,null,normal,46068,1002111
R20H50T0DnormalS13A0,20,50,MPGM,full,null,normal,51660,1009441
R20H50T0DnormalS5A0,20,50,MPGM,full,null,normal,53699,1004484
R20H50T0DnormalS15A0,20,50,MPGM,full,null,normal,54377,1009764
R20H50T0DnormalS18A0,20,50,MPGM,full,null,normal,61581,1021321
R20H60T0DnormalS8A1,20,60,LAH0,full,null,normal,2764,1214367
R20H60T0DnormalS6A1,20,60,LAH0,full,null,normal,5784,1199167
R20H60T0DnormalS4A1,20,60,LAH0,full,null,normal,10086,1214819
R20H60T0DnormalS14A1,20,60,LAH0,full,null,normal,11493,1219519
R20H60T0DnormalS2A1,20,60,LAH0,full,null,normal,13003,1215957
R20H60T0DnormalS9A1,20,60,LAH0,full,null,normal,13494,1214032
R20H60T0DnormalS0A1,20,60,LAH0,full,null,normal,16430,1206086
R20H60T0DnormalS19A1,20,60,LAH0,full,null,normal,18962,1216822
R20H60T0DnormalS17A1,20,60,LAH0,full,null,normal,19695,1203345
R20H60T0DnormalS16A1,20,60,LAH0,full,null,normal,20915,1216631
R20H60T0DnormalS3A1,20,60,LAH0,full,null,normal,23091,1213469
R20H60T0DnormalS7A1,20,60,LAH0,full,null,normal,27181,1222300
R20H60T0DnormalS10A1,20,60,LAH0,full,null,normal,27917,1217458
R20H60T0DnormalS12A1,20,60,LAH0,full,null,normal,39103,1205663
R20H60T0DnormalS1A1,20,60,LAH0,full,null,normal,42904,1192399
R20H60T0DnormalS11A1,20,60,LAH0,full,null,normal,46068,1208012
R20H60T0DnormalS13A1,20,60,LAH0,full,null,normal,51660,1219749
R20H60T0DnormalS5A1,20,60,LAH0,full,null,normal,53699,1217699
R20H60T0DnormalS15A1,20,60,LAH0,full,null,normal,54377,1219111
R20H60T0DnormalS18A1,20,60,LAH0,full,null,normal,61581,1203095
R20H60T0DnormalS8A0,20,60,MPGM,full,null,normal,2764,1213957
R20H60T0DnormalS6A0,20,60,MPGM,full,null,normal,5784,1199213
R20H60T0DnormalS4A0,20,60,MPGM,full,null,normal,10086,1216339
R20H60T0DnormalS14A0,20,60,MPGM,full,null,normal,11493,1219092
R20H60T0DnormalS2A0,20,60,MPGM,full,null,normal,13003,1216098
R20H60T0DnormalS9A0,20,60,MPGM,full,null,normal,13494,1212972
R20H60T0DnormalS0A0,20,60,MPGM,full,null,normal,16430,1206907
R20H60T0DnormalS19A0,20,60,MPGM,full,null,normal,18962,1217394
R20H60T0DnormalS17A0,20,60,MPGM,full,null,normal,19695,1202404
R20H60T0DnormalS16A0,20,60,MPGM,full,null,normal,20915,1218106
R20H60T0DnormalS3A0,20,60,MPGM,full,null,normal,23091,1214225
R20H60T0DnormalS7A0,20,60,MPGM,full,null,normal,27181,1222037
R20H60T0DnormalS10A0,20,60,MPGM,full,null,normal,27917,1217115
R20H60T0DnormalS12A0,20,60,MPGM,full,null,normal,39103,1204883
R20H60T0DnormalS1A0,20,60,MPGM,full,null,normal,42904,1195050
R20H60T0DnormalS11A0,20,60,MPGM,full,null,normal,46068,1207892
R20H60T0DnormalS13A0,20,60,MPGM,full,null,normal,51660,1221308
R20H60T0DnormalS5A0,20,60,MPGM,full,null,normal,53699,1216810
R20H60T0DnormalS15A0,20,60,MPGM,full,null,normal,54377,1219619
R20H60T0DnormalS18A0,20,60,MPGM,full,null,normal,61581,1202493
R20H70T0DnormalS8A1,20,70,LAH0,full,null,normal,2764,1414358
R20H70T0DnormalS6A1,20,70,LAH0,full,null,normal,5784,1411551
R20H70T0DnormalS4A1,20,70,LAH0,full,null,normal,10086,1411108
R20H70T0DnormalS14A1,20,70,LAH0,full,null,normal,11493,1403260
R20H70T0DnormalS2A1,20,70,LAH0,full,null,normal,13003,1414657
R20H70T0DnormalS9A1,20,70,LAH0,full,null,normal,13494,1416678
R20H70T0DnormalS0A1,20,70,LAH0,full,null,normal,16430,1422756
R20H70T0DnormalS19A1,20,70,LAH0,full,null,normal,18962,1417245
R20H70T0DnormalS17A1,20,70,LAH0,full,null,normal,19695,1400716
R20H70T0DnormalS16A1,20,70,LAH0,full,null,normal,20915,1415360
R20H70T0DnormalS3A1,20,70,LAH0,full,null,normal,23091,1415413
R20H70T0DnormalS7A1,20,70,LAH0,full,null,normal,27181,1412138
R20H70T0DnormalS10A1,20,70,LAH0,full,null,normal,27917,1420063
R20H70T0DnormalS12A1,20,70,LAH0,full,null,normal,39103,1450916
R20H70T0DnormalS1A1,20,70,LAH0,full,null,normal,42904,1424266
R20H70T0DnormalS11A1,20,70,LAH0,full,null,normal,46068,1417534
R20H70T0DnormalS13A1,20,70,LAH0,full,null,normal,51660,1409935
R20H70T0DnormalS5A1,20,70,LAH0,full,null,normal,53699,1411638
R20H70T0DnormalS15A1,20,70,LAH0,full,null,normal,54377,1428856
R20H70T0DnormalS18A1,20,70,LAH0,full,null,normal,61581,1418313
R20H70T0DnormalS8A0,20,70,MPGM,full,null,normal,2764,1414723
R20H70T0DnormalS6A0,20,70,MPGM,full,null,normal,5784,1411547
R20H70T0DnormalS4A0,20,70,MPGM,full,null,normal,10086,1411052
R20H70T0DnormalS14A0,20,70,MPGM,full,null,normal,11493,1401220
R20H70T0DnormalS2A0,20,70,MPGM,full,null,normal,13003,1413713
R20H70T0DnormalS9A0,20,70,MPGM,full,null,normal,13494,1416668
R20H70T0DnormalS0A0,20,70,MPGM,full,null,normal,16430,1422525
R20H70T0DnormalS19A0,20,70,MPGM,full,null,normal,18962,1417103
R20H70T0DnormalS17A0,20,70,MPGM,full,null,normal,19695,1400241
R20H70T0DnormalS16A0,20,70,MPGM,full,null,normal,20915,1412511
R20H70T0DnormalS3A0,20,70,MPGM,full,null,normal,23091,1414977
R20H70T0DnormalS7A0,20,70,MPGM,full,null,normal,27181,1411542
R20H70T0DnormalS10A0,20,70,MPGM,full,null,normal,27917,1419906
R20H70T0DnormalS12A0,20,70,MPGM,full,null,normal,39103,1448676
R20H70T0DnormalS1A0,20,70,MPGM,full,null,normal,42904,1423575
R20H70T0DnormalS11A0,20,70,MPGM,full,null,normal,46068,1417909
R20H70T0DnormalS13A0,20,70,MPGM,full,null,normal,51660,1409573
R20H70T0DnormalS5A0,20,70,MPGM,full,null,normal,53699,1410473
R20H70T0DnormalS15A0,20,70,MPGM,full,null,normal,54377,1423863
R20H70T0DnormalS18A0,20,70,MPGM,full,null,normal,61581,1416852
R20H80T0DnormalS8A1,20,80,LAH0,full,null,normal,2764,1612070
R20H80T0DnormalS6A1,20,80,LAH0,full,null,normal,5784,1612901
R20H80T0DnormalS4A1,20,80,LAH0,full,null,normal,10086,1613535
R20H80T0DnormalS14A1,20,80,LAH0,full,null,normal,11493,1614362
R20H80T0DnormalS2A1,20,80,LAH0,full,null,normal,13003,1624903
R20H80T0DnormalS9A1,20,80,LAH0,full,null,normal,13494,1613836
R20H80T0DnormalS0A1,20,80,LAH0,full,null,normal,16430,1617643
R20H80T0DnormalS19A1,20,80,LAH0,full,null,normal,18962,1627184
R20H80T0DnormalS17A1,20,80,LAH0,full,null,normal,19695,1633239
R20H80T0DnormalS16A1,20,80,LAH0,full,null,normal,20915,1614375
R20H80T0DnormalS3A1,20,80,LAH0,full,null,normal,23091,1626172
R20H80T0DnormalS7A1,20,80,LAH0,full,null,normal,27181,1618006
R20H80T0DnormalS10A1,20,80,LAH0,full,null,normal,27917,1616144
R20H80T0DnormalS12A1,20,80,LAH0,full,null,normal,39103,1605201
R20H80T0DnormalS1A1,20,80,LAH0,full,null,normal,42904,1613818
R20H80T0DnormalS11A1,20,80,LAH0,full,null,normal,46068,1626715
R20H80T0DnormalS13A1,20,80,LAH0,full,null,normal,51660,1616260
R20H80T0DnormalS5A1,20,80,LAH0,full,null,normal,53699,1649240
R20H80T0DnormalS15A1,20,80,LAH0,full,null,normal,54377,1632531
R20H80T0DnormalS18A1,20,80,LAH0,full,null,normal,61581,1620647
R20H80T0DnormalS8A0,20,80,MPGM,full,null,normal,2764,1611414
R20H80T0DnormalS6A0,20,80,MPGM,full,null,normal,5784,1612552
R20H80T0DnormalS4A0,20,80,MPGM,full,null,normal,10086,1612573
R20H80T0DnormalS14A0,20,80,MPGM,full,null,normal,11493,1615264
R20H80T0DnormalS2A0,20,80,MPGM,full,null,normal,13003,1623329
R20H80T0DnormalS9A0,20,80,MPGM,full,null,normal,13494,1612046
R20H80T0DnormalS0A0,20,80,MPGM,full,null,normal,16430,1617550
R20H80T0DnormalS19A0,20,80,MPGM,full,null,normal,18962,1627109
R20H80T0DnormalS17A0,20,80,MPGM,full,null,normal,19695,1631445
R20H80T0DnormalS16A0,20,80,MPGM,full,null,normal,20915,1610223
R20H80T0DnormalS3A0,20,80,MPGM,full,null,normal,23091,1621523
R20H80T0DnormalS7A0,20,80,MPGM,full,null,normal,27181,1617245
R20H80T0DnormalS10A0,20,80,MPGM,full,null,normal,27917,1615914
R20H80T0DnormalS12A0,20,80,MPGM,full,null,normal,39103,1605275
R20H80T0DnormalS1A0,20,80,MPGM,full,null,normal,42904,1613003
R20H80T0DnormalS11A0,20,80,MPGM,full,null,normal,46068,1616425
R20H80T0DnormalS13A0,20,80,MPGM,full,null,normal,51660,1614713
R20H80T0DnormalS5A0,20,80,MPGM,full,null,normal,53699,1645103
R20H80T0DnormalS15A0,20,80,MPGM,full,null,normal,54377,1631267
R20H80T0DnormalS18A0,20,80,MPGM,full,null,normal,61581,1618539
R20H90T0DnormalS8A1,20,90,LAH0,full,null,normal,2764,1812885
R20H90T0DnormalS6A1,20,90,LAH0,full,null,normal,5784,1833962
R20H90T0DnormalS4A1,20,90,LAH0,full,null,normal,10086,1852472
R20H90T0DnormalS14A1,20,90,LAH0,full,null,normal,11493,1829258
R20H90T0DnormalS2A1,20,90,LAH0,full,null,normal,13003,1840687
R20H90T0DnormalS9A1,20,90,LAH0,full,null,normal,13494,1817883
R20H90T0DnormalS0A1,20,90,LAH0,full,null,normal,16430,1828672
R20H90T0DnormalS19A1,20,90,LAH0,full,null,normal,18962,1820625
R20H90T0DnormalS17A1,20,90,LAH0,full,null,normal,19695,1823540
R20H90T0DnormalS16A1,20,90,LAH0,full,null,normal,20915,1821409
R20H90T0DnormalS3A1,20,90,LAH0,full,null,normal,23091,1811358
R20H90T0DnormalS7A1,20,90,LAH0,full,null,normal,27181,1824711
R20H90T0DnormalS10A1,20,90,LAH0,full,null,normal,27917,1818420
R20H90T0DnormalS12A1,20,90,LAH0,full,null,normal,39103,1827172
R20H90T0DnormalS1A1,20,90,LAH0,full,null,normal,42904,1830515
R20H90T0DnormalS11A1,20,90,LAH0,full,null,normal,46068,1821022
R20H90T0DnormalS13A1,20,90,LAH0,full,null,normal,51660,1822314
R20H90T0DnormalS5A1,20,90,LAH0,full,null,normal,53699,1814498
R20H90T0DnormalS15A1,20,90,LAH0,full,null,normal,54377,1821304
R20H90T0DnormalS18A1,20,90,LAH0,full,null,normal,61581,1817145
R20H90T0DnormalS8A0,20,90,MPGM,full,null,normal,2764,1813023
