File Name, Number of Robots, Number of Rounds, Algorithm, Graph Type, Link Density, Distribution, Seed, Final Cumulative Signal Strength
R10H100T9DnormalS5A0,10,100,MPGM,full,null,normal,34445,496559.0
R10H100T9DnormalS0A0,10,100,MPGM,full,null,normal,36223,490440.0
R10H100T9DnormalS8A0,10,100,MPGM,full,null,normal,37611,491000.0
R10H100T9DnormalS9A0,10,100,MPGM,full,null,normal,59237,498867.0
R10H100T8DnormalS7A0,10,100,MPGM,random,6.0,normal,5312,0.0
R10H100T2DnormalS7A0,10,100,MPGM,random,0.8,normal,5312,94614.0
R10H100T1DnormalS7A0,10,100,MPGM,random,0.5,normal,5312,94614.0
R10H100T3DnormalS7A0,10,100,MPGM,random,1.0,normal,5312,102718.0
R10H100T4DnormalS7A0,10,100,MPGM,random,1.2,normal,5312,116612.0
R10H100T5DnormalS7A0,10,100,MPGM,random,1.5,normal,5312,156428.0
R10H100T6DnormalS7A0,10,100,MPGM,random,2.0,normal,5312,210910.0
R10H100T7DnormalS7A0,10,100,MPGM,random,3.0,normal,5312,312225.0
R10H100T8DnormalS2A0,10,100,MPGM,random,6.0,normal,5680,0.0
R10H100T3DnormalS2A0,10,100,MPGM,random,1.0,normal,5680,98296.0
R10H100T2DnormalS2A0,10,100,MPGM,random,0.8,normal,5680,98296.0
R10H100T1DnormalS2A0,10,100,MPGM,random,0.5,normal,5680,98296.0
R10H100T4DnormalS2A0,10,100,MPGM,random,1.2,normal,5680,122832.0
R10H100T5DnormalS2A0,10,100,MPGM,random,1.5,normal,5680,157041.0
R10H100T6DnormalS2A0,10,100,MPGM,random,2.0,normal,5680,207455.0
R10H100T7DnormalS2A0,10,100,MPGM,random,3.0,normal,5680,318837.0
R10H100T8DnormalS6A0,10,100,MPGM,random,6.0,normal,6325,0.0
R10H100T2DnormalS6A0,10,100,MPGM,random,0.8,normal,6325,133183.0
R10H100T3DnormalS6A0,10,100,MPGM,random,1.0,normal,6325,133183.0
R10H100T4DnormalS6A0,10,100,MPGM,random,1.2,normal,6325,133183.0
R10H100T1DnormalS6A0,10,100,MPGM,random,0.5,normal,6325,133183.0
R10H100T5DnormalS6A0,10,100,MPGM,random,1.5,normal,6325,153708.0
R10H100T6DnormalS6A0,10,100,MPGM,random,2.0,normal,6325,214353.0
R10H100T7DnormalS6A0,10,100,MPGM,random,3.0,normal,6325,315533.0
R10H100T8DnormalS3A0,10,100,MPGM,random,6.0,normal,28060,0.0
R10H100T2DnormalS3A0,10,100,MPGM,random,0.8,normal,28060,142472.0
R10H100T3DnormalS3A0,10,100,MPGM,random,1.0,normal,28060,142472.0
R10H100T4DnormalS3A0,10,100,MPGM,random,1.2,normal,28060,142472.0
R10H100T1DnormalS3A0,10,100,MPGM,random,0.5,normal,28060,142472.0
R10H100T5DnormalS3A0,10,100,MPGM,random,1.5,normal,28060,155169.0
R10H100T6DnormalS3A0,10,100,MPGM,random,2.0,normal,28060,203989.0
R10H100T7DnormalS3A0,10,100,MPGM,random,3.0,normal,28060,315252.0
R10H100T8DnormalS1A0,10,100,MPGM,random,6.0,normal,30125,0.0
R10H100T3DnormalS1A0,10,100,MPGM,random,1.0,normal,30125,108993.0
R10H100T2DnormalS1A0,10,100,MPGM,random,0.8,normal,30125,108993.0
R10H100T1DnormalS1A0,10,100,MPGM,random,0.5,normal,30125,108993.0
R10H100T4DnormalS1A0,10,100,MPGM,random,1.2,normal,30125,120139.0
R10H100T5DnormalS1A0,10,100,MPGM,random,1.5,normal,30125,149417.0
R10H100T6DnormalS1A0,10,100,MPGM,random,2.0,normal,30125,208739.0
R10H100T7DnormalS1A0,10,100,MPGM,random,3.0,normal,30125,313557.0
R10H100T8DnormalS4A0,10,100,MPGM,random,6.0,normal,33626,0.0
R10H100T2DnormalS4A0,10,100,MPGM,random,0.8,normal,33626,173453.0
R10H100T4DnormalS4A0,10,100,MPGM,random,1.2,normal,33626,173453.0
R10H100T3DnormalS4A0,10,100,MPGM,random,1.0,normal,33626,173453.0
R10H100T5DnormalS4A0,10,100,MPGM,random,1.5,normal,33626,173453.0
R10H100T1DnormalS4A0,10,100,MPGM,random,0.5,normal,33626,173453.0
R10H100T6DnormalS4A0,10,100,MPGM,random,2.0,normal,33626,201384.0
R10H100T7DnormalS4A0,10,100,MPGM,random,3.0,normal,33626,325116.0
R10H100T8DnormalS5A0,10,100,MPGM,random,6.0,normal,34445,0.0
R10H100T1DnormalS5A0,10,100,MPGM,random,0.5,normal,34445,72568.0
R10H100T2DnormalS5A0,10,100,MPGM,random,0.8,normal,34445,81575.0
R10H100T3DnormalS5A0,10,100,MPGM,random,1.0,normal,34445,104882.0
R10H100T4DnormalS5A0,10,100,MPGM,random,1.2,normal,34445,124290.0
R10H100T5DnormalS5A0,10,100,MPGM,random,1.5,normal,34445,148307.0
R10H100T6DnormalS5A0,10,100,MPGM,random,2.0,normal,34445,206496.0
R10H100T7DnormalS5A0,10,100,MPGM,random,3.0,normal,34445,330607.0
R10H100T8DnormalS0A0,10,100,MPGM,random,6.0,normal,36223,0.0
R10H100T3DnormalS0A0,10,100,MPGM,random,1.0,normal,36223,133867.0
R10H100T4DnormalS0A0,10,100,MPGM,random,1.2,normal,36223,133867.0
R10H100T2DnormalS0A0,10,100,MPGM,random,0.8,normal,36223,133867.0
R10H100T1DnormalS0A0,10,100,MPGM,random,0.5,normal,36223,133867.0
R10H100T5DnormalS0A0,10,100,MPGM,random,1.5,normal,36223,148485.0
R10H100T6DnormalS0A0,10,100,MPGM,random,2.0,normal,36223,210747.0
R10H100T7DnormalS0A0,10,100,MPGM,random,3.0,normal,36223,316225.0
R10H100T8DnormalS8A0,10,100,MPGM,random,6.0,normal,37611,0.0
R10H100T3DnormalS8A0,10,100,MPGM,random,1.0,normal,37611,148458.0
R10H100T4DnormalS8A0,10,100,MPGM,random,1.2,normal,37611,148458.0
R10H100T2DnormalS8A0,10,100,MPGM,random,0.8,normal,37611,148458.0
R10H100T1DnormalS8A0,10,100,MPGM,random,0.5,normal,37611,148458.0
R10H100T5DnormalS8A0,10,100,MPGM,random,1.5,normal,37611,157107.0
R10H100T6DnormalS8A0,10,100,MPGM,random,2.0,normal,37611,208613.0
R10H100T7DnormalS8A0,10,100,MPGM,random,3.0,normal,37611,309215.0
R10H100T8DnormalS9A0,10,100,MPGM,random,6.0,normal,59237,0.0
R10H100T2DnormalS9A0,10,100,MPGM,random,0.8,normal,59237,106675.0
R10H100T3DnormalS9A0,10,100,MPGM,random,1.0,normal,59237,106675.0
R10H100T1DnormalS9A0,10,100,MPGM,random,0.5,normal,59237,106675.0
R10H100T4DnormalS9A0,10,100,MPGM,random,1.2,normal,59237,126354.0
R10H100T5DnormalS9A0,10,100,MPGM,random,1.5,normal,59237,152938.0
R10H100T6DnormalS9A0,10,100,MPGM,random,2.0,normal,59237,203321.0
R10H100T7DnormalS9A0,10,100,MPGM,random,3.0,normal,59237,315234.0
R20H10T0DnormalS7A0,20,10,MPGM,chain,null,normal,5312,22644.0
R20H10T0DnormalS2A0,20,10,MPGM,chain,null,normal,5680,22182.0
R20H10T0DnormalS6A0,20,10,MPGM,chain,null,normal,6325,21868.0
R20H10T0DnormalS3A0,20,10,MPGM,chain,null,normal,28060,21773.0
R20H10T0DnormalS1A0,20,10,MPGM,chain,null,normal,30125,22493.0
R20H10T0DnormalS4A0,20,10,MPGM,chain,null,normal,33626,22817.0
R20H10T0DnormalS5A0,20,10,MPGM,chain,null,normal,34445,22552.0
R20H10T0DnormalS0A0,20,10,MPGM,chain,null,normal,36223,21839.0
R20H10T0DnormalS8A0,20,10,MPGM,chain,null,normal,37611,21724.0
R20H10T0DnormalS9A0,20,10,MPGM,chain,null,normal,59237,21853.0
R20H10T9DnormalS7A0,20,10,MPGM,full,null,normal,5312,212535.0
R20H10T9DnormalS2A0,20,10,MPGM,full,null,normal,5680,211410.0
R20H10T9DnormalS6A0,20,10,MPGM,full,null,normal,6325,212238.0
R20H10T9DnormalS3A0,20,10,MPGM,full,null,normal,28060,214405.0
R20H10T9DnormalS1A0,20,10,MPGM,full,null,normal,30125,213970.0
R20H10T9DnormalS4A0,20,10,MPGM,full,null,normal,33626,208101.0
R20H10T9DnormalS5A0,20,10,MPGM,full,null,normal,34445,211728.0
R20H10T9DnormalS0A0,20,10,MPGM,full,null,normal,36223,210717.0
R20H10T9DnormalS8A0,20,10,MPGM,full,null,normal,37611,214465.0
R20H10T9DnormalS9A0,20,10,MPGM,full,null,normal,59237,216371.0
R20H10T1DnormalS7A0,20,10,MPGM,random,0.5,normal,5312,24217.0
R20H10T3DnormalS7A0,20,10,MPGM,random,1.0,normal,5312,24217.0
R20H10T2DnormalS7A0,20,10,MPGM,random,0.8,normal,5312,24217.0
R20H10T4DnormalS7A0,20,10,MPGM,random,1.2,normal,5312,26211.0
R20H10T5DnormalS7A0,20,10,MPGM,random,1.5,normal,5312,34628.0
R20H10T6DnormalS7A0,20,10,MPGM,random,2.0,normal,5312,44241.0
R20H10T7DnormalS7A0,20,10,MPGM,random,3.0,normal,5312,67524.0
R20H10T8DnormalS7A0,20,10,MPGM,random,6.0,normal,5312,130345.0
R20H10T3DnormalS2A0,20,10,MPGM,random,1.0,normal,5680,49279.0
R20H10T4DnormalS2A0,20,10,MPGM,random,1.2,normal,5680,49279.0
R20H10T6DnormalS2A0,20,10,MPGM,random,2.0,normal,5680,49279.0
R20H10T5DnormalS2A0,20,10,MPGM,random,1.5,normal,5680,49279.0
R20H10T1DnormalS2A0,20,10,MPGM,random,0.5,normal,5680,49279.0
R20H10T2DnormalS2A0,20,10,MPGM,random,0.8,normal,5680,49279.0
R20H10T7DnormalS2A0,20,10,MPGM,random,3.0,normal,5680,65065.0
R20H10T8DnormalS2A0,20,10,MPGM,random,6.0,normal,5680,132054.0
R20H10T2DnormalS6A0,20,10,MPGM,random,0.8,normal,6325,35570.0
R20H10T3DnormalS6A0,20,10,MPGM,random,1.0,normal,6325,35570.0
R20H10T4DnormalS6A0,20,10,MPGM,random,1.2,normal,6325,35570.0
R20H10T5DnormalS6A0,20,10,MPGM,random,1.5,normal,6325,35570.0
R20H10T1DnormalS6A0,20,10,MPGM,random,0.5,normal,6325,35570.0
R20H10T6DnormalS6A0,20,10,MPGM,random,2.0,normal,6325,45137.0
R20H10T7DnormalS6A0,20,10,MPGM,random,3.0,normal,6325,67117.0
R20H10T8DnormalS6A0,20,10,MPGM,random,6.0,normal,6325,132023.0
R20H10T1DnormalS3A0,20,10,MPGM,random,0.5,normal,28060,40965.0
R20H10T4DnormalS3A0,20,10,MPGM,random,1.2,normal,28060,40965.0
R20H10T3DnormalS3A0,20,10,MPGM,random,1.0,normal,28060,40965.0
R20H10T5DnormalS3A0,20,10,MPGM,random,1.5,normal,28060,40965.0
R20H10T2DnormalS3A0,20,10,MPGM,random,0.8,normal,28060,40965.0
R20H10T6DnormalS3A0,20,10,MPGM,random,2.0,normal,28060,45981.0
R20H10T7DnormalS3A0,20,10,MPGM,random,3.0,normal,28060,66566.0
R20H10T8DnormalS3A0,20,10,MPGM,random,6.0,normal,28060,131581.0
R20H10T4DnormalS1A0,20,10,MPGM,random,1.2,normal,30125,48514.0
R20H10T6DnormalS1A0,20,10,MPGM,random,2.0,normal,30125,48514.0
R20H10T3DnormalS1A0,20,10,MPGM,random,1.0,normal,30125,48514.0
R20H10T5DnormalS1A0,20,10,MPGM,random,1.5,normal,30125,48514.0
R20H10T1DnormalS1A0,20,10,MPGM,random,0.5,normal,30125,48514.0
R20H10T2DnormalS1A0,20,10,MPGM,random,0.8,normal,30125,48514.0
R20H10T7DnormalS1A0,20,10,MPGM,random,3.0,normal,30125,65518.0
R20H10T8DnormalS1A0,20,10,MPGM,random,6.0,normal,30125,131019.0
R20H10T2DnormalS4A0,20,10,MPGM,random,0.8,normal,33626,34628.0
R20H10T4DnormalS4A0,20,10,MPGM,random,1.2,normal,33626,34628.0
R20H10T3DnormalS4A0,20,10,MPGM,random,1.0,normal,33626,34628.0
R20H10T5DnormalS4A0,20,10,MPGM,random,1.5,normal,33626,34628.0
R20H10T1DnormalS4A0,20,10,MPGM,random,0.5,normal,33626,34628.0
R20H10T6DnormalS4A0,20,10,MPGM,random,2.0,normal,33626,42754.0
R20H10T7DnormalS4A0,20,10,MPGM,random,3.0,normal,33626,65630.0
R20H10T8DnormalS4A0,20,10,MPGM,random,6.0,normal,33626,131862.0
R20H10T4DnormalS5A0,20,10,MPGM,random,1.2,normal,34445,41476.0
R20H10T3DnormalS5A0,20,10,MPGM,random,1.0,normal,34445,41476.0
R20H10T5DnormalS5A0,20,10,MPGM,random,1.5,normal,34445,41476.0
R20H10T1DnormalS5A0,20,10,MPGM,random,0.5,normal,34445,41476.0
R20H10T2DnormalS5A0,20,10,MPGM,random,0.8,normal,34445,41476.0
R20H10T6DnormalS5A0,20,10,MPGM,random,2.0,normal,34445,43367.0
R20H10T7DnormalS5A0,20,10,MPGM,random,3.0,normal,34445,66000.0
R20H10T8DnormalS5A0,20,10,MPGM,random,6.0,normal,34445,132454.0
R20H10T3DnormalS0A0,20,10,MPGM,random,1.0,normal,36223,34940.0
R20H10T4DnormalS0A0,20,10,MPGM,random,1.2,normal,36223,34940.0
R20H10T5DnormalS0A0,20,10,MPGM,random,1.5,normal,36223,34940.0
R20H10T1DnormalS0A0,20,10,MPGM,random,0.5,normal,36223,34940.0
R20H10T2DnormalS0A0,20,10,MPGM,random,0.8,normal,36223,34940.0
R20H10T6DnormalS0A0,20,10,MPGM,random,2.0,normal,36223,43435.0
R20H10T7DnormalS0A0,20,10,MPGM,random,3.0,normal,36223,66719.0
R20H10T8DnormalS0A0,20,10,MPGM,random,6.0,normal,36223,133299.0
R20H10T7DnormalS8A0,20,10,MPGM,random,3.0,normal,37611,69660.0
R20H10T5DnormalS8A0,20,10,MPGM,random,1.5,normal,37611,69660.0
R20H10T4DnormalS8A0,20,10,MPGM,random,1.2,normal,37611,69660.0
R20H10T3DnormalS8A0,20,10,MPGM,random,1.0,normal,37611,69660.0
R20H10T1DnormalS8A0,20,10,MPGM,random,0.5,normal,37611,69660.0
R20H10T6DnormalS8A0,20,10,MPGM,random,2.0,normal,37611,69660.0
R20H10T2DnormalS8A0,20,10,MPGM,random,0.8,normal,37611,69660.0
R20H10T8DnormalS8A0,20,10,MPGM,random,6.0,normal,37611,136065.0
R20H10T1DnormalS9A0,20,10,MPGM,random,0.5,normal,59237,34411.0
R20H10T5DnormalS9A0,20,10,MPGM,random,1.5,normal,59237,34411.0
R20H10T4DnormalS9A0,20,10,MPGM,random,1.2,normal,59237,34411.0
R20H10T3DnormalS9A0,20,10,MPGM,random,1.0,normal,59237,34411.0
R20H10T2DnormalS9A0,20,10,MPGM,random,0.8,normal,59237,34411.0
R20H10T6DnormalS9A0,20,10,MPGM,random,2.0,normal,59237,45206.0
R20H10T7DnormalS9A0,20,10,MPGM,random,3.0,normal,59237,65086.0
R20H10T8DnormalS9A0,20,10,MPGM,random,6.0,normal,59237,130749.0
R20H20T0DnormalS7A0,20,20,MPGM,chain,null,normal,5312,44814.0
R20H20T0DnormalS2A0,20,20,MPGM,chain,null,normal,5680,43251.0
R20H20T0DnormalS6A0,20,20,MPGM,chain,null,normal,6325,44827.0
R20H20T0DnormalS3A0,20,20,MPGM,chain,null,normal,28060,43526.0
R20H20T0DnormalS1A0,20,20,MPGM,chain,null,normal,30125,43833.0
R20H20T0DnormalS4A0,20,20,MPGM,chain,null,normal,33626,45146.0
R20H20T0DnormalS5A0,20,20,MPGM,chain,null,normal,34445,43901.0
R20H20T0DnormalS0A0,20,20,MPGM,chain,null,normal,36223,43818.0
R20H20T0DnormalS8A0,20,20,MPGM,chain,null,normal,37611,43527.0
R20H20T0DnormalS9A0,20,20,MPGM,chain,null,normal,59237,44239.0
R20H20T9DnormalS7A0,20,20,MPGM,full,null,normal,5312,408602.0
R20H20T9DnormalS2A0,20,20,MPGM,full,null,normal,5680,405421.0
R20H20T9DnormalS6A0,20,20,MPGM,full,null,normal,6325,409587.0
R20H20T9DnormalS3A0,20,20,MPGM,full,null,normal,28060,410294.0
R20H20T9DnormalS1A0,20,20,MPGM,full,null,normal,30125,410984.0
R20H20T9DnormalS4A0,20,20,MPGM,full,null,normal,33626,407303.0
R20H20T9DnormalS5A0,20,20,MPGM,full,null,normal,34445,409128.0
R20H20T9DnormalS0A0,20,20,MPGM,full,null,normal,36223,412203.0
R20H20T9DnormalS8A0,20,20,MPGM,full,null,normal,37611,413493.0
R20H20T9DnormalS9A0,20,20,MPGM,full,null,normal,59237,414467.0
R20H20T1DnormalS7A0,20,20,MPGM,random,0.5,normal,5312,47955.0
R20H20T2DnormalS7A0,20,20,MPGM,random,0.8,normal,5312,47955.0
R20H20T3DnormalS7A0,20,20,MPGM,random,1.0,normal,5312,47955.0
R20H20T4DnormalS7A0,20,20,MPGM,random,1.2,normal,5312,49870.0
R20H20T5DnormalS7A0,20,20,MPGM,random,1.5,normal,5312,63167.0
R20H20T6DnormalS7A0,20,20,MPGM,random,2.0,normal,5312,85241.0
R20H20T7DnormalS7A0,20,20,MPGM,random,3.0,normal,5312,125871.0
R20H20T8DnormalS7A0,20,20,MPGM,random,6.0,normal,5312,254104.0
R20H20T1DnormalS2A0,20,20,MPGM,random,0.5,normal,5680,96188.0
R20H20T2DnormalS2A0,20,20,MPGM,random,0.8,normal,5680,96188.0
R20H20T3DnormalS2A0,20,20,MPGM,random,1.0,normal,5680,96188.0
R20H20T6DnormalS2A0,20,20,MPGM,random,2.0,normal,5680,96188.0
R20H20T4DnormalS2A0,20,20,MPGM,random,1.2,normal,5680,96188.0
R20H20T5DnormalS2A0,20,20,MPGM,random,1.5,normal,5680,96188.0
R20H20T7DnormalS2A0,20,20,MPGM,random,3.0,normal,5680,124037.0
R20H20T8DnormalS2A0,20,20,MPGM,random,6.0,normal,5680,251005.0
R20H20T2DnormalS6A0,20,20,MPGM,random,0.8,normal,6325,68387.0
R20H20T1DnormalS6A0,20,20,MPGM,random,0.5,normal,6325,68387.0
R20H20T3DnormalS6A0,20,20,MPGM,random,1.0,normal,6325,68387.0
R20H20T4DnormalS6A0,20,20,MPGM,random,1.2,normal,6325,68387.0
R20H20T5DnormalS6A0,20,20,MPGM,random,1.5,normal,6325,68387.0
R20H20T6DnormalS6A0,20,20,MPGM,random,2.0,normal,6325,83503.0
R20H20T7DnormalS6A0,20,20,MPGM,random,3.0,normal,6325,127086.0
R20H20T8DnormalS6A0,20,20,MPGM,random,6.0,normal,6325,254170.0
R20H20T5DnormalS3A0,20,20,MPGM,random,1.5,normal,28060,77076.0
R20H20T1DnormalS3A0,20,20,MPGM,random,0.5,normal,28060,77076.0
R20H20T2DnormalS3A0,20,20,MPGM,random,0.8,normal,28060,77076.0
R20H20T3DnormalS3A0,20,20,MPGM,random,1.0,normal,28060,77076.0
R20H20T4DnormalS3A0,20,20,MPGM,random,1.2,normal,28060,77076.0
R20H20T6DnormalS3A0,20,20,MPGM,random,2.0,normal,28060,86101.0
R20H20T7DnormalS3A0,20,20,MPGM,random,3.0,normal,28060,124900.0
R20H20T8DnormalS3A0,20,20,MPGM,random,6.0,normal,28060,255829.0
R20H20T2DnormalS1A0,20,20,MPGM,random,0.8,normal,30125,93772.0
R20H20T1DnormalS1A0,20,20,MPGM,random,0.5,normal,30125,93772.0
R20H20T3DnormalS1A0,20,20,MPGM,random,1.0,normal,30125,93772.0
R20H20T6DnormalS1A0,20,20,MPGM,random,2.0,normal,30125,93772.0
R20H20T4DnormalS1A0,20,20,MPGM,random,1.2,normal,30125,93772.0
R20H20T5DnormalS1A0,20,20,MPGM,random,1.5,normal,30125,93772.0
R20H20T7DnormalS1A0,20,20,MPGM,random,3.0,normal,30125,127404.0
R20H20T8DnormalS1A0,20,20,MPGM,random,6.0,normal,30125,249660.0
R20H20T3DnormalS4A0,20,20,MPGM,random,1.0,normal,33626,65828.0
R20H20T4DnormalS4A0,20,20,MPGM,random,1.2,normal,33626,65828.0
R20H20T1DnormalS4A0,20,20,MPGM,random,0.5,normal,33626,65828.0
R20H20T2DnormalS4A0,20,20,MPGM,random,0.8,normal,33626,65828.0
R20H20T5DnormalS4A0,20,20,MPGM,random,1.5,normal,33626,65828.0
R20H20T6DnormalS4A0,20,20,MPGM,random,2.0,normal,33626,88646.0
R20H20T7DnormalS4A0,20,20,MPGM,random,3.0,normal,33626,126764.0
R20H20T8DnormalS4A0,20,20,MPGM,random,6.0,normal,33626,253075.0
R20H20T5DnormalS5A0,20,20,MPGM,random,1.5,normal,34445,79426.0
R20H20T1DnormalS5A0,20,20,MPGM,random,0.5,normal,34445,79426.0
R20H20T2DnormalS5A0,20,20,MPGM,random,0.8,normal,34445,79426.0
R20H20T3DnormalS5A0,20,20,MPGM,random,1.0,normal,34445,79426.0
R20H20T4DnormalS5A0,20,20,MPGM,random,1.2,normal,34445,79426.0
R20H20T6DnormalS5A0,20,20,MPGM,random,2.0,normal,34445,85027.0
R20H20T7DnormalS5A0,20,20,MPGM,random,3.0,normal,34445,125917.0
R20H20T8DnormalS5A0,20,20,MPGM,random,6.0,normal,34445,254288.0
R20H20T3DnormalS0A0,20,20,MPGM,random,1.0,normal,36223,63706.0
R20H20T1DnormalS0A0,20,20,MPGM,random,0.5,normal,36223,63706.0
R20H20T2DnormalS0A0,20,20,MPGM,random,0.8,normal,36223,63706.0
R20H20T4DnormalS0A0,20,20,MPGM,random,1.2,normal,36223,63706.0
R20H20T5DnormalS0A0,20,20,MPGM,random,1.5,normal,36223,63706.0
R20H20T6DnormalS0A0,20,20,MPGM,random,2.0,normal,36223,85245.0
R20H20T7DnormalS0A0,20,20,MPGM,random,3.0,normal,36223,124330.0
R20H20T8DnormalS0A0,20,20,MPGM,random,6.0,normal,36223,251802.0
R20H20T1DnormalS8A0,20,20,MPGM,random,0.5,normal,37611,130331.0
R20H20T2DnormalS8A0,20,20,MPGM,random,0.8,normal,37611,130331.0
R20H20T3DnormalS8A0,20,20,MPGM,random,1.0,normal,37611,130331.0
R20H20T7DnormalS8A0,20,20,MPGM,random,3.0,normal,37611,130331.0
R20H20T6DnormalS8A0,20,20,MPGM,random,2.0,normal,37611,130331.0
R20H20T4DnormalS8A0,20,20,MPGM,random,1.2,normal,37611,130331.0
R20H20T5DnormalS8A0,20,20,MPGM,random,1.5,normal,37611,130331.0
R20H20T8DnormalS8A0,20,20,MPGM,random,6.0,normal,37611,249977.0
R20H20T3DnormalS9A0,20,20,MPGM,random,1.0,normal,59237,69154.0
R20H20T5DnormalS9A0,20,20,MPGM,random,1.5,normal,59237,69154.0
R20H20T1DnormalS9A0,20,20,MPGM,random,0.5,normal,59237,69154.0
R20H20T2DnormalS9A0,20,20,MPGM,random,0.8,normal,59237,69154.0
R20H20T4DnormalS9A0,20,20,MPGM,random,1.2,normal,59237,69154.0
R20H20T6DnormalS9A0,20,20,MPGM,random,2.0,normal,59237,84272.0
R20H20T7DnormalS9A0,20,20,MPGM,random,3.0,normal,59237,127926.0
R20H20T8DnormalS9A0,20,20,MPGM,random,6.0,normal,59237,250972.0
R20H30T0DnormalS7A0,20,30,MPGM,chain,null,normal,5312,66043.0
R20H30T0DnormalS2A0,20,30,MPGM,chain,null,normal,5680,64987.0
R20H30T0DnormalS6A0,20,30,MPGM,chain,null,normal,6325,64795.0
R20H30T0DnormalS3A0,20,30,MPGM,chain,null,normal,28060,64792.0
R20H30T0DnormalS1A0,20,30,MPGM,chain,null,normal,30125,67186.0
R20H30T0DnormalS4A0,20,30,MPGM,chain,null,normal,33626,65627.0
R20H30T0DnormalS5A0,20,30,MPGM,chain,null,normal,34445,65704.0
R20H30T0DnormalS0A0,20,30,MPGM,chain,null,normal,36223,65636.0
R20H30T0DnormalS8A0,20,30,MPGM,chain,null,normal,37611,66648.0
R20H30T0DnormalS9A0,20,30,MPGM,chain,null,normal,59237,65474.0
R20H30T9DnormalS7A0,20,30,MPGM,full,null,normal,5312,607135.0
R20H30T9DnormalS2A0,20,30,MPGM,full,null,normal,5680,609080.0
R20H30T9DnormalS6A0,20,30,MPGM,full,null,normal,6325,606301.0
R20H30T9DnormalS3A0,20,30,MPGM,full,null,normal,28060,606320.0
R20H30T9DnormalS1A0,20,30,MPGM,full,null,normal,30125,612729.0
R20H30T9DnormalS4A0,20,30,MPGM,full,null,normal,33626,604592.0
R20H30T9DnormalS5A0,20,30,MPGM,full,null,normal,34445,603699.0
R20H30T9DnormalS0A0,20,30,MPGM,full,null,normal,36223,608258.0
R20H30T9DnormalS8A0,20,30,MPGM,full,null,normal,37611,606626.0
R20H30T9DnormalS9A0,20,30,MPGM,full,null,normal,59237,614815.0
R20H30T1DnormalS7A0,20,30,MPGM,random,0.5,normal,5312,67848.0
R20H30T2DnormalS7A0,20,30,MPGM,random,0.8,normal,5312,67848.0
R20H30T3DnormalS7A0,20,30,MPGM,random,1.0,normal,5312,67848.0
R20H30T4DnormalS7A0,20,30,MPGM,random,1.2,normal,5312,74399.0
R20H30T5DnormalS7A0,20,30,MPGM,random,1.5,normal,5312,94913.0
R20H30T6DnormalS7A0,20,30,MPGM,random,2.0,normal,5312,126158.0
R20H30T7DnormalS7A0,20,30,MPGM,random,3.0,normal,5312,188663.0
R20H30T8DnormalS7A0,20,30,MPGM,random,6.0,normal,5312,364115.0
R20H30T2DnormalS2A0,20,30,MPGM,random,0.8,normal,5680,135842.0
R20H30T4DnormalS2A0,20,30,MPGM,random,1.2,normal,5680,135842.0
R20H30T1DnormalS2A0,20,30,MPGM,random,0.5,normal,5680,135842.0
R20H30T3DnormalS2A0,20,30,MPGM,random,1.0,normal,5680,135842.0
R20H30T5DnormalS2A0,20,30,MPGM,random,1.5,normal,5680,135842.0
R20H30T6DnormalS2A0,20,30,MPGM,random,2.0,normal,5680,135842.0
R20H30T7DnormalS2A0,20,30,MPGM,random,3.0,normal,5680,186090.0
R20H30T8DnormalS2A0,20,30,MPGM,random,6.0,normal,5680,367374.0
R20H30T2DnormalS6A0,20,30,MPGM,random,0.8,normal,6325,101596.0
R20H30T1DnormalS6A0,20,30,MPGM,random,0.5,normal,6325,101596.0
R20H30T3DnormalS6A0,20,30,MPGM,random,1.0,normal,6325,101596.0
R20H30T4DnormalS6A0,20,30,MPGM,random,1.2,normal,6325,101596.0
R20H30T5DnormalS6A0,20,30,MPGM,random,1.5,normal,6325,101596.0
R20H30T6DnormalS6A0,20,30,MPGM,random,2.0,normal,6325,121699.0
R20H30T7DnormalS6A0,20,30,MPGM,random,3.0,normal,6325,191582.0
R20H30T8DnormalS6A0,20,30,MPGM,random,6.0,normal,6325,371123.0
R20H30T3DnormalS3A0,20,30,MPGM,random,1.0,normal,28060,122142.0
R20H30T4DnormalS3A0,20,30,MPGM,random,1.2,normal,28060,122142.0
R20H30T2DnormalS3A0,20,30,MPGM,random,0.8,normal,28060,122142.0
R20H30T1DnormalS3A0,20,30,MPGM,random,0.5,normal,28060,122142.0
R20H30T5DnormalS3A0,20,30,MPGM,random,1.5,normal,28060,122142.0
R20H30T6DnormalS3A0,20,30,MPGM,random,2.0,normal,28060,129463.0
R20H30T7DnormalS3A0,20,30,MPGM,random,3.0,normal,28060,179629.0
R20H30T8DnormalS3A0,20,30,MPGM,random,6.0,normal,28060,379801.0
R20H30T1DnormalS1A0,20,30,MPGM,random,0.5,normal,30125,141099.0
R20H30T2DnormalS1A0,20,30,MPGM,random,0.8,normal,30125,141099.0
R20H30T4DnormalS1A0,20,30,MPGM,random,1.2,normal,30125,141099.0
R20H30T3DnormalS1A0,20,30,MPGM,random,1.0,normal,30125,141099.0
R20H30T5DnormalS1A0,20,30,MPGM,random,1.5,normal,30125,141099.0
R20H30T6DnormalS1A0,20,30,MPGM,random,2.0,normal,30125,141099.0
